id,label,text
0BV7191EOS,1,"Passer de 75% à 100% de couverture des cantines scolaires

Le gouvernement béninois a l’ambition d’étendre le Programme National d’Alimentation Scolaire à toutes les Ecoles publiques du Bénin à l’horizon 2026. L’annonce a été faite, lundi 24 octobre 2022, par le ministre d’Etat chargé du Développement et de la Coordination de l’action gouvernementale, -------------------- à l’ouverture de la 23e édition du Forum mondial sur la nutrition de l’enfant.
S’exprimant, lundi 24 octobre 2022, à l’ouverture de la 23e édition du Forum mondial sur la nutrition de l’enfant tenu à Cotonou, --------------------, ministre d’Etat chargé du Développement et de la Coordination de l’action gouvernementale a fait savoir qu’ « à la date d’aujourd’hui, 75 % des écoliers béninois, soit 3 enfants sur 4 ont un repas chaud à midi par jour à l’école ».
Le gouvernement entend porter ce taux de couverture à 100% à l’horizon 2026 « de sorte que tous les écoliers aient accès à un repas chaud à midi par jour à l’école », a précisé le ministre d’Etat.
-----
www.24haubenin.bj ; L'information en temps réel
26 octobre 2022 par -----------"
1Z3ZW3BIIC,0,"Le procès des personnes arrêtées au CNHU renvoyé au 8 novembre

Ouvert ce mardi 25 octobre 2022 au Tribunal de Première Instance de Cotonou, le procès des quatre personnes poursuivies pour « homicide involontaire » à la suite des décès de quatre patients admis au service de réanimation du Centre Hospitalier Universitaire Hubert Koutoukou Maga (CNHU-HKM) de Cotonou, a été renvoyé au 8 novembre 2022.
Le chef de la division électricité du CNHU, un agent et deux électriciens d’une structure en charge du générateur d’oxygène du service d’anesthésie réanimation du CNHU qui avaient été placés sous mandat de dépôt le vendredi 14 octobre 2022 dans le cadre des décès de quatre patients survenus au CNHU le vendredi 7 octobre 2022, ont comparu ce mardi 25 octobre 2022 au Tribunal Tribunal de Première Instance de Cotonou.
Poursuivis pour « homicide involontaire », les quatre prévenus n’ont pas reconnu les faits mis à leur charge à l’audience de ce mardi.
A la barre, le médecin de garde le jour du drame a fait savoir que les décès ont été provoqués par une rupture d’oxygène et non pas une coupure d’électricité comme révélé par les premiers éléments d’enquête.
La rupture dans la fourniture de l’oxygène est due à une coupure électrique, selon le directeur général de Palutech, une société qui produit de l’oxygène. La société Palutech décline toute responsabilité dans le drame qui est survenu. C’est un agent de l’hôpital qui aurait oublié d’appuyer le bouton pour réalimenter la zone où se trouvait l’appareil à oxygène, a indiqué le Dg de Palutech dans ses dépositions.
L’un des agents a reconnu avoir coupé l’alimentation pour permettre la continuité dans la fourniture de l’électricité lors d’une première coupure de courant intervenue aux environs de 13 heures le vendredi 7 octobre 2022. Mais au rétablissement de l’énergie, l’agent confie avoir oublié de remettre les contacts à cause d’un trop plein de travail.
Le procès a été renvoyé au 8 novembre 2022.
-------www.24haubenin.bj ; L'information en temps réel
26 octobre 2022 par -----------"
20W0VLVUC3,0,"Nouvel enrôlement au Ravip pour les femmes et écoliers candidats

Opération d’enrôlement au Recensement Administratif à Vocation d’Identification de la Population (RAVIP) au profit des femmes bénéficiaires du microcrédit ------ et des écoliers en classe d’examen qui n’ont pas fait le RAVIP.
L’Agence Nationale d’Identification des Personnes (ANIP) organise une opération d’enrôlement au Recensement Administratif à Vocation d’Identification de la Population (RAVIP) du 02 au 03 novembre 2022 dans tous les départements du Bénin au profit des femmes bénéficiaires du microcrédit ------ et des écoliers en classe d’examen.
Dans le cadre de cette opération qui offre une deuxième chance aux femmes et aux élèves qui ne s’étaient pas enrôlés au RAVIP, pièce maîtresse dans l’obtention de plusieurs autres actes d’état civil au Bénin.
Les femmes bénéficiaires du microcrédit ------ sont priées de se rapprocher de l’institution de microcrédit d’affiliation pour de plus amples informations.
« Quant aux écoliers, les parents sont invités à apporter la copie certifiée de l’acte de naissance ou la fiche de déclaration de naissance ».
Selon le communiqué du mandataire de l’ANIP, l’opération vise à délivrer gratuitement le certificat NPI/FiD grâce à l’appui de la Banque mondiale dans le cadre du projet WURI/Bénin.
-----
www.24haubenin.bj ; L'information en temps réel
26 octobre 2022 par -----------"
7PMCBUVHSC,1,"COMPTE RENDU DU CONSEIL DES MINISTRES DU 26 OCT. 2022

Le Conseil des Ministres s’est réuni mercredi, le 26 octobre 2022, sous la présidence de ----------------------, --------------------------, Chef de l’État, --------------------.
Les décisions ci-après ont été prises :
I- MESURES NORMATIVES.
Transmission à l’Assemblée nationale, pour examen et vote, du projet de loi relatif au crédit-bail en République du Bénin.
Une directive de l’UEMOA a adopté le projet de loi uniforme relatif au crédit-bail et, par une décision du 24 juin 2016, il est prescrit aux Etats membres de prendre les dispositions nécessaires pour le transposer dans leur droit positif interne.
Notre pays disposait déjà depuis 2017 d’une législation en la matière et la transposition de la norme communautaire qui couvre un périmètre plus large sera désormais la référence. 
Ainsi, le Gouvernement, après avoir requis l’avis motivé de la Cour suprême, en a saisi le Parlement. 
Le crédit-bail, faut-il le rappeler, consiste en la location assortie d’une option d’achat de biens à usage professionnel, meubles ou immeubles, corporels ou incorporels. C’est donc un instrument adapté notamment pour le financement des Petites et Moyennes Entreprises (PME), qui éprouvent souvent des difficultés à fournir des garanties pour l’obtention d’un crédit bancaire classique.
Un tel mécanisme comporte en effet divers avantages que sont notamment la mise en place rapide du financement, l’absence d’apport initial ou d’une garantie de la part du client ainsi que le niveau réduit des coûts de transactions. Il en est de même de la préservation de la capacité d’endettement des entreprises et, pour le crédit-bailleur, des points d’intérêt en situation d’apurement du passif.
Le recours à cet instrument est donc à promouvoir dans la sous-région.
II- COMMUNICATIONS. 
II-1. Réhabilitation et aménagement des voies d’accès et de traversée de Cotonou, puis réalisation d’une mission en vue de l’exécution de divers travaux dans les cinq villes du grand Nokoué.
La mise aux normes de voies urbaines d’accès et de traversée de Cotonou dans les deux sens, soit un linéaire total de 64 km, consistent en des travaux de reprise de chaussée des axes dont l’état de praticabilité n’offre plus le confort nécessaire et ne favorise pas une bonne mobilité des usagers. Ainsi, une fois traités, ces axes seront portés au standard du projet asphaltage. 
Un premier lot de ces voies prend en compte les artères ci-après : 
– Ancien Pont - Carrefour SOBEBRA - Carrefour PTT PK3 - Carrefour Le Bélier ; 
– Troisième Pont - Carrefour SOBEBRA ;
– Place du Souvenir - Carrefour 3 Banques ; 
– Carrefour Marché Saint Michel - Carrefour NASUBA-Passage supérieur de --------- 
– Carrefour Notre-Dame ; 
– Carrefour 3 Banques - Carrefour Air Afrique ; 
– Carrefour Air Afrique - Ancien Pont ; 
– Carrefour Cheminot - Passage supérieur de Steinmetz.
Quant au second lot, il comporte les axes ci-après :
Etoile Rouge - Carrefour UNAFRICA - Carrefour Cheminot ;
– Etoile Rouge - Carrefour Marché Saint Michel ;
– Échangeur Godomey - Stade Mathieu KEREKOU - Carrefour Toyota ;
– Carrefour Toyota - Etoile Rouge ;
– Carrefour Toyota - Carrefour Cadjèhoun - Place du Souvenir ;
– Carrefour Douane Aéroport - Place du Souvenir.
Les travaux consisteront en outre à mener une mission d’étude d’état des lieux, de géoréférencement, de cartographie, d’élaboration de dossiers d’appels d’offres, de contrôle et de surveillance des travaux de remplacement ou de remise en état des grilles avaloirs, tampons de regards et dallettes de caniveaux dans les cinq villes du grand Nokoué.
Les ministres concernés veilleront à l’aboutissement des différentes procédures y afférentes ainsi qu’à la bonne qualité des interventions des entreprises sélectionnées.
II-2. Recrutement de cent (100) auditeurs de justice au titre de l’année 2022.
Les besoins en personnel des services judiciaires se justifient par la nécessité d’animer des juridictions nouvellement créées, mais aussi de renforcer les effectifs de celles déjà fonctionnelles, pour plus de célérité et d’efficacité dans le traitement des dossiers. Ce recrutement participe donc de la bonne administration de la justice et de l’amélioration des prestations dans le sens de la satisfaction des justiciables. 
C’est pourquoi, le Conseil a autorisé l’organisation, pour le compte de l’année 2022, d’un recrutement de 100 auditeurs de justice.
II-3. Plafonnement des prix de certains produits de première nécessité.
Avec la flambée des prix des produits de grande consommation en raison des chocs extérieurs, notamment de la guerre en Ukraine, le Gouvernement avait décidé du plafonnement des prix de certains produits tels que l’huile végétale raffinée, la farine de blé, le ciment.
Le compte-rendu de la mise en œuvre de ces mesures indique que les prix de l’huile et de la farine de blé ont été globalement respectés au plan national.
Un retour à la normale n’étant pas perceptible pour le moment à l’international, le Conseil a décidé de la prorogation, sur une période de 4 mois, des mesures ci-après : 
– plafonnement du prix de la farine de blé à 28.500 FCFA le sac de 50 kilogrammes sur toute l’étendue du territoire national ; 
– suspension de la perception de la TVA sur la farine de blé produite localement ;
– dédouanement de la farine de blé importée sur la valeur transactionnelle.
Par ailleurs, le ministre de l’Industrie et du Commerce est instruit à l’effet de reconduire jusqu’au 31 janvier 2023, les dispositions de l’arrêté interministériel du 17 juin 2022 portant fixation des prix de cession du ciment en République du Bénin.
III- RENCONTRES ET MANIFESTATIONS INTERNATIONALES. 
Le Conseil a autorisé la participation du Bénin à : 
la 14ème session de la Conférence des Parties contractantes à la Convention de Ramsar sur les zones humides, du 5 au 13 novembre 2022 à Genève en Suisse ; puis
la 27ème Conférence des Parties (COP 27) à la Convention-cadre des Nations unies sur les Changements Climatiques, à Sharm El Sheikh en Egypte, du 6 au 18 novembre 2022.
IV- MESURES INDIVIDUELLES. 
– Les nominations suivantes ont été prononcées au ministère de l’Agriculture, de l’Elevage et de la Pêche :
– Directeur des Systèmes d’Information : Monsieur -----------------------------------
– Directeur adjoint de la Planification, de l’Administration et des Finances : Monsieur Sètchéton ----------------.
Fait à Cotonou, le 26 octobre 2022,
Le Secrétaire Général du Gouvernement,
-------------OURO.
www.24haubenin.bj ; L'information en temps réel
26 octobre 2022 par ---------------"
F2AZ2PPCRZ,0,"Calendrier complet et groupes du CHAN 2022

La Confédération Africaine de Football (CAF) a rendu public, mardi 25 octobre 2022, le calendrier du Championnat d’Afrique des Nations (CHAN) 2022 prévu pour se dérouler du 13 janvier au 04 février 2023 en Algérie.
Voici le calendrier du Championnat d’Afrique des Nations (CHAN) 2022, une compétition qui réunit les joueurs africains évoluant dans un club de leur pays.
Le CHAN se déroulera du 13 janvier au 04 février 2023 en Algérie.
www.24haubenin.bj ; L'information en temps réel
26 octobre 2022 par -----------"
F3SC5NSJBL,0,"Les dossiers inscrits à la 2è session ordinaire qui s’ouvre jeudi

L’Assemblée nationale, 8è législature, ouvre sa deuxième session ordinaire de l’année 2022, jeudi 27 octobre 2022 au Palais des Gouverneurs à Porto-Novo. Les dossiers à examiner…
Le rapport d’activités du Président de l’Assemblée nationale couvrant la période du 1er avril au 30 septembre 2022 sera présenté aux députés lors de la deuxième session ordinaire de l’Assemblée nationale au titre de l’année 2022 prévue pour s’ouvrir jeudi 27 octobre 2022.
Cette 2è session sera également consacré à l’examen et au vote du projet de loi de finances rectificative pour la gestion 2022, d’un montant de 2.956,661 milliards de FCFA contre 2.541,203 milliards de FCFA initialement prévus, soit une hausse de 16,3% ; du projet de loi de finances pour la gestion 2023, d’une somme de 3.033,337 milliards de francs CFA, aux Projets de loi de règlement définitif du budget de l’État pour la gestion 2018, 2019 et 2020.
La session est donc essentiellement budgétaire.
-----
www.24haubenin.bj ; L'information en temps réel
26 octobre 2022 par -----------"
J9DN7NOYTR,0,"Décès d’un jeune dans une piscine à Hillacondji

Un jeune homme de 32 ans est décédé, dimanche 23 octobre 2022, dans la piscine d’un hôtel de Hillacondji, frontière bénino-togolaise. 
Mort du jeune ---- dans une piscine. Selon les informations de ‘’Le Potentiel’’, il s’est rendu dans un hôtel Hillacondji avec ses amis. Sa mort a été annoncée aux responsables de l’hôtel par ses amis dans la journée du dimanche. Il se serait noyé dans la piscine. Son corps a été déposé dans une morgue à Agblandgandan, arrondissement situé dans la commune de Sèmè-Kpodji. La même source rapporte que les parents proches de la victime ont retrouvé sur le corps des blessures à la nuque, au dos et au niveau des testicules. Les circonstances réelles de sa mort ne sont pas encore connues. L’inhumation est prévue pour jeudi 27 octobre 2022.
A.Ayosso
www.24haubenin.bj ; L'information en temps réel
26 octobre 2022 par --------------"
MX7LCTUQFV,0,"------------- rejoint la FCBE après sa démission chez Les Démocrates

L’ancien ambassadeur du Bénin près la Turquie, ------------- a rejoint le parti Force cauris pour un Bénin émergent (FCBE). Il a informé l’opinion à travers une publication sur sa page Facebook mercredi 26 octobre 2022.
------------- désormais aux couleurs du cauris après sa démission chez Les Démocrates. L’ex ambassadeur du Bénin près la Turquie a annoncé son appartenance à la formation politique de l’opposition ce mercredi 26 octobre 2022. 
En choisissant le parti dirigé par ------------, il dit se conformer à la volonté de ses militantes et militants qui, à 98% ont marqué leur accord pour la FCBE. 
Le choix porté sur ce parti selon l’ex ambassadeur, est un choix judicieux au regard de la stabilité du parti, de la méthode de travail et de la cohérence de son discours politique, depuis qu’elle s’est résolument engagée à se conformer à la nouvelle Charte des partis politiques, le 12 septembre 2019. Convaincu de l’enthousiasme, de la détermination, de la conviction et de la mobilisation de ses militants, ------------- se dit par ailleurs prêt à remporter les prochaines législatives au Bénin. Les cauris fait-il savoir, « ont transcendé le temps et l’espace à cause de leur forte charge spirituelle qui les rend presque immortels »
--------

www.24haubenin.bj ; L'information en temps réel
26 octobre 2022 par --------------------"
QW8ME8M86E,0,"La SIPI-BENIN en campagne contre le cancer du sein

La Société d’Investissement et de Promotion de l’Industrie (SIPI-BENIN) organise du vendredi 28 au samedi 29 octobre 2022, des séances de sensibilisation et de dépistage du cancer du sein. L’information a été rendue publique à travers un communiqué radio . 
Les femmes des villages d’Anavié, d’Agbodjèdo, de Djitin-Aga et de ------ bénéficieront de la campagne qu’organise la société en charge du développement de la Zone Industrielle de Glo-Djigbé-Zè (GDIZ).
Lire le communiqué de la GDIZ
www.24haubenin.bj ; L'information en temps réel
26 octobre 2022 par --------------------"
V6M7VPS4OT,0,"--------------- attendu au sommet de ‘’l’Africa Financial Industry’’

L’hôtel du 2-Février de Lomé, (Togo) va abriter les 28 et 29 novembre 2022, l’Africa Financial Industry Summit. Plusieurs acteurs de la finance dont le ministre d’Etat, --------------- prendront part à l’évènement.
2e édition de l’Africa Financial Industry Summit/AFIS à Lomé, Togo les 28 et 29 novembre 2022. Il s’agit d’une plateforme du secteur privé africain fondée par Jeune Afrique Media Group et l’Africa Ceo Forum. Pour la deuxième édition du sommet, plus de 500 leaders du secteur de l’industrie financière africaine se réuniront pendant deux jours à l’hôtel du 2-Février de Lomé.
Parmi les participants, il y a le ministre d’Etat --------------- chargé de l’Economie et des Finances du Bénin. Il y sera avec plusieurs personnalités telles que ----------------------, ---------- de la BCEAO ; ----------------- , Gouverneur de la Banque de Zambie ; ---------, ministre de l’Economie et des Finances du Togo ; --------------, vice-président régional pour l’Afrique, IFC ; -----------, directeur général d’Ecobank ; --------------------------, directeur général de la BRVM (Bourse d’Abidjan) ; ----------, président de la BOAD ou encore ---------------, président d’Afreximbank. A ce sommet, les acteurs vont débattre des questions relatives à l’industrie financière. L’objectif d’AFIS est de « construire une industrie financière robuste au service de l’économie réelle et du développement durable ».
A.Ayosso
www.24haubenin.bj ; L'information en temps réel
26 octobre 2022 par --------------"
